#1:plr 2:<w> 3:std(w) 4:nih 5:nih_low 6:nih_high 7:nch 8:nch_low 9:nch_high 10:<rhoe> 11:nh 12:ntot
0.000000 0.650800 0.038170 89 15 5 630 126 53 0.568846 719 595.753440
0.050000 0.719019 0.042429 121 18 40 638 117 233 0.608037 759 626.959728
0.100000 0.739688 0.029286 170 28 71 553 123 225 0.670124 723 608.074315
0.150000 0.754354 0.033529 140 36 75 621 140 342 0.641919 761 617.430158
0.200000 0.769367 0.035465 132 57 54 600 208 281 0.617486 732 607.095587
